scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
start-mult-5,greedy,4,won,48827,25,0,60,48,12,6,0,0
start-mult-5,greedy,5,won,39806,44,0,52,52,0,4,0,0
start-mult-5,greedy,6,won,44193,37,0,56,52,4,5,0,0
start-mult-5,greedy,7,lost,25446,40,0,48,48,0,3,0,0
start-mult-5,greedy,8,lost,6226,27,0,26,24,2,2,0,0
start-mult-5,greedy,9,won,42802,52,0,51,48,3,5,0,0
start-mult-5,greedy,10,won,37068,49,0,59,58,1,3,1,0
start-mult-5,greedy,11,lost,36603,49,0,52,52,0,4,0,0
start-mult-5,greedy,12,won,36595,43,0,56,53,3,3,0,0
start-mult-5,builder,1,lost,2034,26,0,11,10,1,4,0,0
start-mult-5,builder,2,won,42519,40,0,55,44,11,4,0,0
start-mult-5,builder,3,won,48569,30,0,59,45,14,5,0,0
start-mult-5,builder,4,won,67469,30,0,58,44,14,4,0,0
start-mult-5,builder,5,won,40426,48,0,53,44,9,3,0,0
start-mult-5,builder,6,won,40841,46,0,52,44,8,3,0,0
start-mult-5,builder,7,won,37523,38,0,57,44,13,3,0,0
start-mult-5,builder,8,won,46437,32,0,57,44,13,3,0,0
start-mult-5,builder,9,won,48177,33,0,59,49,10,4,0,0
start-mult-5,builder,10,won,62199,54,0,51,40,11,4,0,0
start-mult-5,builder,11,lost,27215,30,0,51,40,11,4,0,0
start-mult-5,builder,12,won,40396,46,0,54,40,14,3,1,0
start-pips-6,greedy,1,won,39513,41,0,56,53,3,3,0,0
start-pips-6,greedy,2,won,36983,43,0,53,48,5,3,0,0
start-pips-6,greedy,3,won,42778,53,0,51,48,3,5,0,0
start-pips-6,greedy,4,won,47347,25,0,60,48,12,6,0,0
start-pips-6,greedy,5,lost,39646,42,0,55,52,3,3,0,0
start-pips-6,greedy,6,won,39920,33,0,56,52,4,4,0,0
start-pips-6,greedy,7,won,39673,44,0,56,53,3,3,0,0
start-pips-6,greedy,8,lost,6226,27,0,26,24,2,2,0,0
start-pips-6,greedy,9,won,44122,52,0,51,48,3,5,0,0
start-pips-6,greedy,10,won,37068,49,0,59,58,1,3,1,0
start-pips-6,greedy,11,lost,36603,49,0,52,52,0,4,0,0
start-pips-6,greedy,12,won,36540,42,0,59,58,1,3,0,0
start-pips-6,builder,1,lost,2034,26,0,11,10,1,4,0,0
start-pips-6,builder,2,won,42519,40,0,57,49,8,4,0,0
start-pips-6,builder,3,won,48081,30,0,59,45,14,5,0,0
start-pips-6,builder,4,won,67469,30,0,58,44,14,4,0,0
start-pips-6,builder,5,won,38798,50,0,52,40,12,3,0,0
start-pips-6,builder,6,won,47531,24,0,61,49,12,4,0,0
start-pips-6,builder,7,won,37523,38,0,57,44,13,3,0,0
start-pips-6,builder,8,won,46125,32,0,57,44,13,3,0,0
start-pips-6,builder,9,won,46435,39,0,60,50,10,4,0,0
start-pips-6,builder,10,won,39280,58,0,51,41,10,3,2,0
start-pips-6,builder,11,won,53076,31,0,58,44,14,5,0,0
start-pips-6,builder,12,won,38638,40,0,57,45,12,4,0,0
start-mult-6,greedy,1,won,39513,41,0,56,53,3,3,0,0
start-mult-6,greedy,2,won,36983,43,0,53,48,5,3,0,0
start-mult-6,greedy,3,won,42778,53,0,51,48,3,5,0,0
start-mult-6,greedy,4,won,47347,25,0,60,48,12,6,0,0
start-mult-6,greedy,5,lost,39646,42,0,55,52,3,3,0,0
start-mult-6,greedy,6,won,39920,33,0,56,52,4,4,0,0
start-mult-6,greedy,7,won,39673,44,0,56,53,3,3,0,0
start-mult-6,greedy,8,lost,6226,27,0,26,24,2,2,0,0
start-mult-6,greedy,9,won,43318,52,0,51,48,3,5,0,0
start-mult-6,greedy,10,won,37068,49,0,59,58,1,3,1,0
start-mult-6,greedy,11,lost,36603,49,0,52,52,0,4,0,0
start-mult-6,greedy,12,won,36540,42,0,59,58,1,3,0,0
start-mult-6,builder,1,lost,2034,26,0,11,10,1,4,0,0
