scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
gold-0,builder,4,won,72211,32,0,110,63,47,5,0,0
gold-0,builder,5,won,82290,25,0,117,82,35,4,0,0
gold-0,builder,6,won,52294,32,0,105,56,49,6,0,0
gold-0,builder,7,won,36906,37,0,105,61,44,4,0,0
gold-0,builder,8,won,40882,29,0,110,57,53,4,0,0
gold-0,builder,9,won,53009,28,0,114,82,32,4,0,0
gold-0,builder,10,won,108473,22,0,119,81,38,4,0,0
gold-0,builder,11,won,47067,27,0,117,87,30,3,0,0
gold-0,builder,12,lost,808,11,0,14,12,2,3,0,0
gold-10,greedy,1,lost,16689,38,0,91,61,30,4,0,0
gold-10,greedy,2,lost,58136,41,0,120,67,53,5,0,0
gold-10,greedy,3,won,38700,40,0,121,69,52,5,0,0
gold-10,greedy,4,won,38122,37,0,137,74,63,5,0,0
gold-10,greedy,5,won,54748,17,0,150,73,77,5,0,0
gold-10,greedy,6,won,35952,44,0,124,76,48,4,0,0
gold-10,greedy,7,lost,34041,35,0,125,70,55,5,0,0
gold-10,greedy,8,lost,19135,24,0,89,66,23,3,0,0
gold-10,greedy,9,lost,29406,38,0,98,61,37,5,0,0
gold-10,greedy,10,won,36346,54,0,113,71,42,3,0,0
gold-10,greedy,11,won,50720,27,0,137,85,52,5,0,0
gold-10,greedy,12,won,58832,35,0,132,61,71,7,0,0
gold-10,builder,1,won,48593,36,0,143,77,66,5,0,0
gold-10,builder,2,lost,732,11,0,22,12,10,2,0,0
gold-10,builder,3,won,50720,43,0,122,67,55,5,0,0
gold-10,builder,4,won,40063,36,0,127,68,59,3,0,0
gold-10,builder,5,lost,23016,18,0,69,43,26,6,0,0
gold-10,builder,6,won,52294,32,0,126,56,70,6,0,0
gold-10,builder,7,won,36906,37,0,125,61,64,4,0,0
gold-10,builder,8,won,45503,41,0,122,58,64,5,0,0
gold-10,builder,9,won,53009,28,0,134,82,52,4,0,0
gold-10,builder,10,won,44095,40,0,119,62,57,4,0,0
gold-10,builder,11,won,56916,29,0,129,57,72,5,0,0
gold-10,builder,12,lost,808,11,0,18,12,6,3,0,0
